Make,Model,Recommended Year Range,Best Image URL / Source Reference,Source Website,License / Commercial Note,Quality (1-10),Recommended File Name,Recommended Save Path,SEO Alt Text,Needs BG Removal,Fallback Needed,Manual License Review
Renault,Megane,2016-2026,https://upload.wikimedia.org/wikipedia/commons/d/d5/Renault_Megane_IV_Amiens.jpg,Wikimedia Commons,CC BY-SA 4.0,8,megane.webp,/public/vehicles/renault/megane.webp,Renault Megane precision factory inspection in Englewood CO,Yes,No,No
Rolls-Royce,Ghost,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/18/Rolls-Royce_Ghost_1X7A5886.jpg,Wikimedia Commons,CC BY-SA 4.0,10,ghost.webp,/public/vehicles/rolls-royce/ghost.webp,Rolls-Royce Ghost luxury coach maintenance in Englewood CO,Yes,No,No
Rolls-Royce,Cullinan,2019-2026,https://upload.wikimedia.org/wikipedia/commons/e/e9/Rolls-Royce_Cullinan_1X7A5123.jpg,Wikimedia Commons,CC BY-SA 4.0,10,cullinan.webp,/public/vehicles/rolls-royce/cullinan.webp,Rolls-Royce Cullinan flagship SUV repair near Denver CO,Yes,No,No
Saab,9-3,2003-2014,https://upload.wikimedia.org/wikipedia/commons/a/a0/2008_Saab_9-3_2.0T_front.jpg,Wikimedia Commons,CC BY-SA 4.0,7.5,9-3.webp,/public/vehicles/saab/9-3.webp,Saab 9-3 heritage diagnostic and engine work in Englewood CO,Yes,No,No
Saab,9-5,2005-2012,https://upload.wikimedia.org/wikipedia/commons/1/1a/2010-2011_Saab_9-5_Aero_turbo_front.jpg,Wikimedia Commons,CC BY-SA 4.0,7.5,9-5.webp,/public/vehicles/saab/9-5.webp,Saab 9-5 electrical system restoration service near Denver CO,Yes,No,No
Saturn,Vue,2006-2010,https://upload.wikimedia.org/wikipedia/commons/5/57/2008-Saturn-Vue.jpg,Wikimedia Commons,CC BY-SA 3.0,7,vue.webp,/public/vehicles/saturn/vue.webp,Saturn Vue vintage steering component track in Englewood CO,Yes,No,No
Saturn,Outlook,2007-2010,https://upload.wikimedia.org/wikipedia/commons/d/d3/2007_Saturn_Outlook_XR_front_10.24.19.jpg,Wikimedia Commons,CC BY-SA 4.0,7,outlook.webp,/public/vehicles/saturn/outlook.webp,Saturn Outlook comprehensive drivetrain check near Denver CO,Yes,No,No
Scion,tC,2011-2016,https://upload.wikimedia.org/wikipedia/commons/c/c4/2011_Scion_tC_--_03-18-2011.jpg,Wikimedia Commons,CC BY-SA 3.0,7.5,tc.webp,/public/vehicles/scion/tc.webp,Scion tC performance fluid adjustments in Englewood CO,Yes,No,No
Scion,xB,2008-2015,https://upload.wikimedia.org/wikipedia/commons/f/f6/2008_Scion_xB_front_10.24.19.jpg,Wikimedia Commons,CC BY-SA 4.0,7.5,xb.webp,/public/vehicles/scion/xb.webp,Scion xB classic brake inspections and servicing near Denver CO,Yes,No,No
Subaru,Outback,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/59/2019_Subaru_Outback_2.5i_Limited%2C_front_right%2C_08-27-2024.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,outback.webp,/public/vehicles/subaru/outback.webp,Subaru Outback repair and maintenance service in Englewood CO,Yes,No,No
Subaru,Forester,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/08/2019_Subaru_Forester_Sport_AWD_front_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,forester.webp,/public/vehicles/subaru/forester.webp,Subaru Forester boxer engine diagnostic care near Denver CO,Yes,No,No
Suzuki,Swift,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/31/2018_Suzuki_Swift_SZ5_Boosterjet_Automatic_1.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8,swift.webp,/public/vehicles/suzuki/swift.webp,Suzuki Swift compact electrical component check near Denver CO,Yes,No,No
Suzuki,Vitara,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/04/2017_Suzuki_Vitara_S_Boosterjet_Allgrip_1.4_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8,vitara.webp,/public/vehicles/suzuki/vitara.webp,Suzuki Vitara compact SUV suspension repair in Englewood CO,Yes,No,No
Tesla,Model 3,2017-2026,https://images.unsplash.com/photo-1617788138017-80ad40651399?auto=format&fit=crop&w=1600&q=80,Unsplash,Unsplash Commercial License,9,model-3.webp,/public/vehicles/tesla/model-3.webp,Tesla Model 3 high-voltage drivetrain service in Englewood CO,Yes,No,No
Tesla,Model Y,2020-2026,https://images.unsplash.com/photo-1619767886558-efdc259cde1a?auto=format&fit=crop&w=1600&q=80,Unsplash,Unsplash Commercial License,9,model-y.webp,/public/vehicles/tesla/model-y.webp,Tesla Model Y factory maintenance service near Denver CO,Yes,No,No
Toyota,Camry,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/13/2019_Toyota_Camry_LE_in_white%2C_front_left.jpg,Wikimedia Commons,CC BY-SA 4.0,9,camry.webp,/public/vehicles/toyota/camry.webp,Toyota Camry factory maintenance service near Denver CO,Yes,No,No
Toyota,RAV4,2015-2026,https://upload.wikimedia.org/wikipedia/commons/b/b7/2019_Toyota_RAV4_Adventure_(United_States)_front_view_(cropped).jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,rav4.webp,/public/vehicles/toyota/rav4.webp,Toyota RAV4 multi-point inspection alignment in Englewood CO,Yes,No,No
Volkswagen,Jetta,2015-2026,https://upload.wikimedia.org/wikipedia/commons/a/aa/2019_Volkswagen_Jetta_1.4T_R-Line_in_Haba%C3%B1ero_Orange_Metallic%2C_front_right.jpg,Wikimedia Commons,CC BY-SA 4.0,9,jetta.webp,/public/vehicles/volkswagen/jetta.webp,Volkswagen Jetta repair and maintenance service in Englewood CO,Yes,No,No
Volkswagen,Tiguan,2015-2026,https://upload.wikimedia.org/wikipedia/commons/f/f4/2019_Volkswagen_Tiguan_Allspace_1.4_TSI_(20201028)_01.jpg,Wikimedia Commons,CC BY-SA 4.0,9,tiguan.webp,/public/vehicles/volkswagen/tiguan.webp,Volkswagen Tiguan repair and maintenance service in Englewood CO,Yes,No,No
Volvo,XC90,2015-2026,https://upload.wikimedia.org/wikipedia/commons/c/c2/2016_Volvo_XC90_Inscription_D5_AWD_Automatic_2.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,xc90.webp,/public/vehicles/volvo/xc90.webp,Volvo XC90 family SUV protection alignment near Denver CO,Yes,No,No
Volvo,S60,2015-2026,https://upload.wikimedia.org/wikipedia/commons/8/87/2019_Volvo_S60_Inscription_T5_front_3.24.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,s60.webp,/public/vehicles/volvo/s60.webp,Volvo S60 premium sedan engine tuning in Englewood CO,Yes,No,No
Toyota,Tacoma,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/6d/2020_Toyota_Tacoma_TRD_Pro_front_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tacoma.webp,/public/vehicles/toyota/tacoma.webp,Toyota Tacoma truck maintenance service in Englewood CO,Yes,No,No
Toyota,4Runner,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/69/Toyota_4Runner_TRD_Pro.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,4runner.webp,/public/vehicles/toyota/4runner.webp,Toyota 4Runner SUV factory service near Denver CO,Yes,No,No
Toyota,Highlander,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/66/2016_Toyota_Highlander_LE%2C_Front_Left%2C_10-13-2020.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,highlander.webp,/public/vehicles/toyota/highlander.webp,Toyota Highlander family SUV maintenance in Englewood CO,Yes,No,No
Toyota,Corolla,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/6d/2020_White_Toyota_Corolla_SE.png,Wikimedia Commons,CC BY-SA 4.0,8,corolla.webp,/public/vehicles/toyota/corolla.webp,Toyota Corolla scheduled maintenance service near Denver CO,Yes,No,No
Toyota,Prius,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/54/2019_Toyota_Prius_Business_Edition%2B_PHEV_1.8.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,prius.webp,/public/vehicles/toyota/prius.webp,Toyota Prius hybrid system service in Englewood CO,Yes,No,No
Honda,Accord,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/3e/2019_Honda_Accord_1.5T_Sport%2C_1.4.20.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,accord.webp,/public/vehicles/honda/accord.webp,Honda Accord sedan repair service in Englewood CO,Yes,No,No
Honda,Pilot,2015-2026,https://upload.wikimedia.org/wikipedia/commons/e/ea/2019_Honda_Pilot_EX-L_3.5L_front_1.5.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,pilot.webp,/public/vehicles/honda/pilot.webp,Honda Pilot SUV maintenance service near Denver CO,Yes,No,No
Honda,Odyssey,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/49/2019_Honda_Odyssey_EX-L_3.5L_front%2C_4.29.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,odyssey.webp,/public/vehicles/honda/odyssey.webp,Honda Odyssey minivan factory service in Englewood CO,Yes,No,No
Honda,HR-V,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/69/2019_Honda_HR-V_Sport_i-VTEC_-_1498cc_1.5_(182PS)_Petrol_-_Black_-_02-2024%2C_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8,hr-v.webp,/public/vehicles/honda/hr-v.webp,Honda HR-V crossover maintenance near Denver CO,Yes,No,No
Honda,Ridgeline,2015-2026,https://upload.wikimedia.org/wikipedia/commons/e/ea/2017_Honda_Ridgeline_RTL-E%2C_front_right_(Hershey_2019).jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,ridgeline.webp,/public/vehicles/honda/ridgeline.webp,Honda Ridgeline truck service in Englewood CO,Yes,No,No
Ford,Escape,2015-2026,https://upload.wikimedia.org/wikipedia/commons/7/79/2019_Ford_Escape_SE_in_White%2C_front_left.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,escape.webp,/public/vehicles/ford/escape.webp,Ford Escape SUV maintenance service in Englewood CO,Yes,No,No
Ford,Mustang,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/5d/2018_Ford_Mustang_GT_5.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,mustang.webp,/public/vehicles/ford/mustang.webp,Ford Mustang performance service near Denver CO,Yes,No,No
Ford,Bronco,2021-2026,https://upload.wikimedia.org/wikipedia/commons/c/ca/2023_Ford_Bronco_4-Door_Outer_Banks_in_Eruption_Green%2C_Front_Left%2C_03-17-2023.jpg,Wikimedia Commons,CC BY-SA 4.0,9,bronco.webp,/public/vehicles/ford/bronco.webp,Ford Bronco off-road maintenance in Englewood CO,Yes,No,No
Ford,Edge,2015-2026,https://upload.wikimedia.org/wikipedia/commons/a/a1/2019_Ford_Edge_facelift_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,edge.webp,/public/vehicles/ford/edge.webp,Ford Edge SUV factory maintenance service in Englewood CO,Yes,No,No
Ford,Ranger,2019-2026,https://upload.wikimedia.org/wikipedia/commons/0/02/2019_Ford_Ranger_XLT_Super_Cab_FX4_front_6.1.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,ranger.webp,/public/vehicles/ford/ranger.webp,Ford Ranger midsize truck service near Denver CO,Yes,No,No
Chevrolet,Traverse,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/09/2019_Chevrolet_Traverse_Redline_Edition_in_Summit_White%2C_front_left.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,traverse.webp,/public/vehicles/chevrolet/traverse.webp,Chevrolet Traverse SUV maintenance in Englewood CO,Yes,No,No
Chevrolet,Colorado,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/3a/2019_Chevrolet_Colorado_RST_front_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,colorado.webp,/public/vehicles/chevrolet/colorado.webp,Chevrolet Colorado truck service near Denver CO,Yes,No,No
Chevrolet,Malibu,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/01/2019_Chevrolet_Malibu_(facelift)_LT%2C_front_10.19.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,malibu.webp,/public/vehicles/chevrolet/malibu.webp,Chevrolet Malibu sedan maintenance in Englewood CO,Yes,No,No
Chevrolet,Tahoe,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/5e/2021_Chevrolet_Tahoe_front_view_(United_States).jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tahoe.webp,/public/vehicles/chevrolet/tahoe.webp,Chevrolet Tahoe SUV factory service near Denver CO,Yes,No,No
Chevrolet,Suburban,2015-2026,https://upload.wikimedia.org/wikipedia/commons/d/de/2021_Chevrolet_Suburban_LT%2C_front_6.14.21.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,suburban.webp,/public/vehicles/chevrolet/suburban.webp,Chevrolet Suburban full-size SUV service in Englewood CO,Yes,No,No
BMW,5 Series,2015-2026,https://upload.wikimedia.org/wikipedia/commons/f/f5/BMW_5-Series_(G30)_530e_(2017)_(53334772776).jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,5-series.webp,/public/vehicles/bmw/5-series.webp,BMW 5 Series luxury sedan service in Englewood CO,Yes,No,No
BMW,X3,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2c/2019_BMW_X3_xDrive30i_front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,x3.webp,/public/vehicles/bmw/x3.webp,BMW X3 crossover maintenance near Denver CO,Yes,No,No
BMW,X1,2015-2026,https://upload.wikimedia.org/wikipedia/commons/e/ec/2019_BMW_X1_xDrive20i_blue_front.jpg,Wikimedia Commons,CC BY-SA 4.0,8,x1.webp,/public/vehicles/bmw/x1.webp,BMW X1 compact SUV service in Englewood CO,Yes,No,No
BMW,M3,2015-2026,https://upload.wikimedia.org/wikipedia/commons/e/ea/BMW_M3_CS_1X7A6394.jpg,Wikimedia Commons,CC BY-SA 4.0,9,m3.webp,/public/vehicles/bmw/m3.webp,BMW M3 performance maintenance near Denver CO,Yes,No,No
BMW,i4,2022-2026,https://upload.wikimedia.org/wikipedia/commons/9/9b/BMW_i4_M50_1X7A7379.jpg,Wikimedia Commons,CC BY-SA 4.0,9,i4.webp,/public/vehicles/bmw/i4.webp,BMW i4 electric vehicle service in Englewood CO,Yes,No,No
Mercedes-Benz,E-Class,2015-2026,https://upload.wikimedia.org/wikipedia/commons/6/6a/2019_Mercedes_E450_AMG_Line_Premium%2B_Auto.jpg,Wikimedia Commons,CC BY-SA 4.0,9,e-class.webp,/public/vehicles/mercedes-benz/e-class.webp,Mercedes-Benz E-Class luxury service in Englewood CO,Yes,No,No
Mercedes-Benz,GLC,2015-2026,https://upload.wikimedia.org/wikipedia/commons/f/f7/2020_Mercedes-Benz_GLC_300_4MATIC_in_Polar_White%2C_front_left.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,glc.webp,/public/vehicles/mercedes-benz/glc.webp,Mercedes-Benz GLC SUV maintenance near Denver CO,Yes,No,No
Mercedes-Benz,GLA,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/3c/2020_Mercedes-Benz_GLA_200d_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8,gla.webp,/public/vehicles/mercedes-benz/gla.webp,Mercedes-Benz GLA crossover service in Englewood CO,Yes,No,No
Mercedes-Benz,S-Class,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2b/2019_Mercedes-Benz_S350d_L_AMG_Line_Executive_3.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9.5,s-class.webp,/public/vehicles/mercedes-benz/s-class.webp,Mercedes-Benz S-Class flagship service near Denver CO,Yes,No,No
Mercedes-Benz,Sprinter,2015-2026,https://upload.wikimedia.org/wikipedia/commons/b/b1/2018_Mercedes-Benz_Sprinter_314_CDi_2.1_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8,sprinter.webp,/public/vehicles/mercedes-benz/sprinter.webp,Mercedes-Benz Sprinter van maintenance in Englewood CO,Yes,No,No
Audi,A6,2015-2026,https://upload.wikimedia.org/wikipedia/commons/8/8b/2019_Audi_A6_Avant_S_Line_40_TDi_S-A_2.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,a6.webp,/public/vehicles/audi/a6.webp,Audi A6 repair and maintenance service in Englewood CO,Yes,No,No
Audi,Q7,2015-2026,https://upload.wikimedia.org/wikipedia/commons/5/59/2019_Audi_Q7_facelift_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,q7.webp,/public/vehicles/audi/q7.webp,Audi Q7 repair and maintenance service in Englewood CO,Yes,No,No
Audi,Q3,2015-2026,https://upload.wikimedia.org/wikipedia/commons/7/7f/2019_Audi_Q3_TFSi_35_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,q3.webp,/public/vehicles/audi/q3.webp,Audi Q3 repair and maintenance service in Englewood CO,Yes,No,No
Audi,e-tron,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/2a/2019_Audi_e-tron_quattro_front_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,9,e-tron.webp,/public/vehicles/audi/e-tron.webp,Audi e-tron repair and maintenance service in Englewood CO,Yes,No,No
Audi,S4,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/0d/2017_Audi_S4_Avant_TFSi_Quattro_Automatic_3.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,s4.webp,/public/vehicles/audi/s4.webp,Audi S4 repair and maintenance service in Englewood CO,Yes,No,No
Nissan,Sentra,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/32/2021_Nissan_Sentra_SR_in_Electric_Blue%2C_front_left%2C_2021-10-03.jpg,Wikimedia Commons,CC BY-SA 4.0,8,sentra.webp,/public/vehicles/nissan/sentra.webp,Nissan Sentra repair and maintenance service in Englewood CO,Yes,No,No
Nissan,Pathfinder,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/40/2019_Nissan_Pathfinder%2C_Front_Right%2C_09-20-2020.jpg,Wikimedia Commons,CC BY-SA 4.0,8,pathfinder.webp,/public/vehicles/nissan/pathfinder.webp,Nissan Pathfinder repair and maintenance service in Englewood CO,Yes,No,No
Nissan,Frontier,2015-2026,https://upload.wikimedia.org/wikipedia/commons/0/06/Nissan_Frontier_D40_Unib%C3%A9ton.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,frontier.webp,/public/vehicles/nissan/frontier.webp,Nissan Frontier truck service near Denver CO,Yes,No,No
Nissan,Murano,2015-2026,https://upload.wikimedia.org/wikipedia/commons/e/e1/2019_Nissan_Murano_front%2C_7.23.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,murano.webp,/public/vehicles/nissan/murano.webp,Nissan Murano repair and maintenance service in Englewood CO,Yes,No,No
Nissan,Kicks,2018-2026,https://upload.wikimedia.org/wikipedia/commons/9/91/2019_Nissan_Kicks_S_in_Gun_Metallic%2C_Front_Left%2C_10-09-2023.jpg,Wikimedia Commons,CC BY-SA 4.0,8,kicks.webp,/public/vehicles/nissan/kicks.webp,Nissan Kicks repair and maintenance service in Englewood CO,Yes,No,No
Subaru,Crosstrek,2015-2026,https://upload.wikimedia.org/wikipedia/commons/a/a5/2019_Subaru_Crosstrek_2.0_Premium%2C_front_right.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,crosstrek.webp,/public/vehicles/subaru/crosstrek.webp,Subaru Crosstrek AWD service in Englewood CO,Yes,No,No
Subaru,Impreza,2015-2026,https://upload.wikimedia.org/wikipedia/commons/d/df/2017_Subaru_Impreza_sedan_front_4.11.18.jpg,Wikimedia Commons,CC BY-SA 4.0,8,impreza.webp,/public/vehicles/subaru/impreza.webp,Subaru Impreza sedan maintenance near Denver CO,Yes,No,No
Subaru,Ascent,2019-2026,https://upload.wikimedia.org/wikipedia/commons/7/7d/2019_Subaru_Ascent_front_12.29.18.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,ascent.webp,/public/vehicles/subaru/ascent.webp,Subaru Ascent three-row SUV service in Englewood CO,Yes,No,No
Subaru,WRX,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/4c/Subaru_WRX_(VA)_front_view_(United_States).jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,wrx.webp,/public/vehicles/subaru/wrx.webp,Subaru WRX performance maintenance near Denver CO,Yes,No,No
Subaru,Legacy,2015-2026,https://upload.wikimedia.org/wikipedia/commons/7/79/2019_Subaru_Legacy_2.5i_in_Crystal_White_Pearl%2C_front_right%2C_2024-10-06.jpg,Wikimedia Commons,CC BY-SA 4.0,8,legacy.webp,/public/vehicles/subaru/legacy.webp,Subaru Legacy sedan factory service in Englewood CO,Yes,No,No
Jeep,Cherokee,2015-2026,https://upload.wikimedia.org/wikipedia/commons/f/fd/2019_Jeep_Cherokee_Latitude_front_5.27.18.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,cherokee.webp,/public/vehicles/jeep/cherokee.webp,Jeep Cherokee repair and maintenance service in Englewood CO,Yes,No,No
Jeep,Compass,2017-2026,https://upload.wikimedia.org/wikipedia/commons/e/e0/2019_Jeep_Compass_Limited_2.4L%2C_front_7.6.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8,compass.webp,/public/vehicles/jeep/compass.webp,Jeep Compass repair and maintenance service in Englewood CO,Yes,No,No
Jeep,Gladiator,2020-2026,https://upload.wikimedia.org/wikipedia/commons/9/93/2020_Jeep_Gladiator_(JT)%2C_front_6.6.20.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,gladiator.webp,/public/vehicles/jeep/gladiator.webp,Jeep Gladiator truck service near Denver CO,Yes,No,No
Jeep,Renegade,2015-2026,https://upload.wikimedia.org/wikipedia/commons/1/14/2015_Jeep_Renegade_Latitude_(Colorado_Red)%2C_front_right.jpg,Wikimedia Commons,CC BY-SA 4.0,8,renegade.webp,/public/vehicles/jeep/renegade.webp,Jeep Renegade repair and maintenance service in Englewood CO,Yes,No,No
Jeep,Wagoneer,2022-2026,https://upload.wikimedia.org/wikipedia/commons/6/68/2022_Jeep_Wagoneer_Series_I%2C_front_6.8.23.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,wagoneer.webp,/public/vehicles/jeep/wagoneer.webp,Jeep Wagoneer repair and maintenance service in Englewood CO,Yes,No,No
Ram,3500,2015-2026,https://upload.wikimedia.org/wikipedia/commons/4/42/2019_Ram_3500_Heavy_Duty_Turbo_Diesel_with_Cummins_engine_front_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,3500.webp,/public/vehicles/ram/3500.webp,Ram 3500 heavy-duty truck service in Englewood CO,Yes,No,No
Ram,ProMaster,2015-2026,https://upload.wikimedia.org/wikipedia/commons/a/a1/2018_Ram_ProMaster_1500_cargo_van%2C_front_left%2C_08-06-2023.jpg,Wikimedia Commons,CC BY-SA 4.0,8,promaster.webp,/public/vehicles/ram/promaster.webp,Ram ProMaster commercial van maintenance near Denver CO,Yes,No,No
Ram,ProMaster City,2015-2022,https://upload.wikimedia.org/wikipedia/commons/9/9f/2015_Ram_ProMaster_City_Tradesman_Cargo_Van%2C_front_left.jpg,Wikimedia Commons,CC BY-SA 4.0,7.5,promaster-city.webp,/public/vehicles/ram/promaster-city.webp,Ram ProMaster City van service in Englewood CO,Yes,No,No
Ram,TRX,2021-2026,https://upload.wikimedia.org/wikipedia/commons/1/16/Ram_1500_TRX_1X7A0057.jpg,Wikimedia Commons,CC BY-SA 4.0,9,trx.webp,/public/vehicles/ram/trx.webp,Ram TRX performance truck maintenance near Denver CO,Yes,No,No
Ram,Rebel,2015-2026,https://upload.wikimedia.org/wikipedia/commons/7/73/2019_Ram_1500_Rebel_4x4%2C_front_11.10.19.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,rebel.webp,/public/vehicles/ram/rebel.webp,Ram Rebel off-road truck service in Englewood CO,Yes,No,No
Hyundai,Sonata,2015-2026,https://upload.wikimedia.org/wikipedia/commons/8/84/2019_Hyundai_Sonata_(DN8)_front_in_bright_red%2C_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,sonata.webp,/public/vehicles/hyundai/sonata.webp,Hyundai Sonata repair and maintenance service in Englewood CO,Yes,No,No
Hyundai,Tucson,2015-2026,https://upload.wikimedia.org/wikipedia/commons/9/96/2018_Hyundai_Tucson_Premium_SE_CRDi_2WD_facelift_2.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,tucson.webp,/public/vehicles/hyundai/tucson.webp,Hyundai Tucson repair and maintenance service in Englewood CO,Yes,No,No
Hyundai,Palisade,2020-2026,https://upload.wikimedia.org/wikipedia/commons/9/99/2020_Hyundai_Palisade_front_NYIAS_2019.jpg,Wikimedia Commons,CC BY-SA 4.0,8.5,palisade.webp,/public/vehicles/hyundai/palisade.webp,Hyundai Palisade repair and maintenance service in Englewood CO,Yes,No,No
Hyundai,Kona,2018-2026,https://upload.wikimedia.org/wikipedia/commons/7/74/2019_Hyundai_Kona_Premium_SE_EV_Automatic.jpg,Wikimedia Commons,CC BY-SA 4.0,8,kona.webp,/public/vehicles/hyundai/kona.webp,Hyundai Kona repair and maintenance service in Englewood CO,Yes,No,No
Hyundai,Ioniq 5,2022-2026,https://upload.wikimedia.org/wikipedia/commons/c/c1/Hyundai_Ioniq_5_IAA_2021_1X7A0189.jpg,Wikimedia Commons,CC BY-SA 4.0,9,ioniq-5.webp,/public/vehicles/hyundai/ioniq-5.webp,Hyundai Ioniq 5 repair and maintenance service in Englewood CO,Yes,No,No
Kia,Forte,2015-2026,https://upload.wikimedia.org/wikipedia/commons/2/22/2019_Kia_Forte_S_front_3.20.19.jpg,Wikimedia Commons,CC BY-SA 4.0,9,forte.webp,/public/vehicles/kia/forte.webp,Kia Forte repair and maintenance service in Englewood CO,Yes,No,No
Kia,K5,2015-2026,https://upload.wikimedia.org/wikipedia/commons/e/e2/2021_Kia_K5_GT-Line_in_Glacial_White_Pearl%2C_front_left.jpg,Wikimedia Commons,CC BY-SA 4.0,9,k5.webp,/public/vehicles/kia/k5.webp,Kia K5 repair and maintenance service in Englewood CO,Yes,No,No
Kia,Telluride,2015-2026,https://upload.wikimedia.org/wikipedia/commons/3/37/2019_Kia_Telluride_EX_V6_front_4.14.19.jpg,Wikimedia Commons,CC BY-SA 4.0,9,telluride.webp,/public/vehicles/kia/telluride.webp,Kia Telluride repair and maintenance service in Englewood CO,Yes,No,No
Kia,Soul,2015-2026,https://upload.wikimedia.org/wikipedia/commons/9/9b/2019_Kia_Soul_EX_in_Caribbean_Blue%2C_Front_Right%2C_07-25-2022.jpg,Wikimedia Commons,CC BY-SA 4.0,9,soul.webp,/public/vehicles/kia/soul.webp,Kia Soul repair and maintenance service in Englewood CO,Yes,No,No
Kia,EV6,2022-2026,https://upload.wikimedia.org/wikipedia/commons/a/a3/Kia_ev6_1gen_front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,ev6.webp,/public/vehicles/kia/ev6.webp,Kia EV6 repair and maintenance service in Englewood CO,Yes,No,No
Volkswagen,Passat,2015-2022,https://upload.wikimedia.org/wikipedia/commons/2/20/2019_Volkswagen_Passat_R-Line_TDi_2.0_Front.jpg,Wikimedia Commons,CC BY-SA 4.0,9,passat.webp,/public/vehicles/volkswagen/passat.webp,Volkswagen Passat repair and maintenance service in Englewood CO,Yes,No,No
